sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
307,[3],"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact without a focus on the completion, ongoing nature, or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'Either you stand with... or with Jews' expresses a simple fact without indicating completion, ongoingness, or duration.""
}",['simple'],1
311,[3],"The Vatican presents a choice: the world, or Christ.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence presents a simple, factual statement without indicating the completion, ongoing nature, or end of an action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence represents a simple statement of fact, presenting the choice as a straightforward decision.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoingness, or repetition of the action.""
}",['simple'],1
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Aspect,['simple'],,['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement of truth about the nature of the choice presented in the Prologue.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is expressing a simple fact about the situation, with no specific emphasis on the completion, ongoing nature, or the perfect completion of the action.""
}",['simple'],1
319,[3],It’s not coming back.,Aspect,['progressive'],['progressive'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'It’s not coming back.' expresses a simple fact without indicating any specific time frame or aspect of completion.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'It’s not coming back.' expresses a simple fact without any indication of completion, ongoing action, or perfective aspect.""
}",['simple'],1
320,[ 3 16],There will be no turning back.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
    ""Properties"": [""future""],
    ""Explanation"": ""The use of 'will' indicates a future action, so the aspect property 'future' is present.""
}",[''],"{
  ""Properties"": [""future""]
  ,""Explanation"": ""The use of 'will' indicates a future action, indicating the usage of the future aspect.""
}",[''],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The phrase 'will be' indicates a future action, suggesting a prediction or a promise. This usage does not fall into any of the specified aspect properties.""
}",[''],1
325,[3],A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.,Aspect,['simple'],"['simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact that the caller made a statement about Paddock's ability to carry out the massacre.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about the caller's assertion without indicating any completion, ongoing action, or end of an ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the caller's assertion regarding Paddock and the Las Vegas massacre.""
}",['simple'],1
349,[4],"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.",Aspect,['perfect'],"['progressive', 'simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the recent event involving the video clip being posted on the personal Facebook page.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'a video clip ... wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the actions of the pastor and the Muslim leader.""
}",['simple'],1
363,[4 9],Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or a combination of both.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact: that murdering infidels embodies the spirit of Ramadan.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact, without emphasizing completion, ongoingness, or duration of the action.""
}",['simple'],1
365,[6 4],"""What you want to do is destroy this guy's life, hold this seat open, and hope you win in 2020,"" Graham blasted Democrat Senators on the committee.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement without specifying the completion or progress of the action.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is destroy' indicates a progressive aspect, expressing an ongoing or incomplete action.""
}",['progressive'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact or statement of truth without any emphasis on the completion or ongoing nature of the action.""
}",['simple'],0
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple and general fact about the meaning of blessing.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about what it means to bless and the result of blessing.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact or general truth about the meaning of blessing.""
}",['simple'],1
370,[4],"If one considers and weighs this matter, one knows: one may not bless a union of two homosexual men or of lesbian women.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact or general truth, without indicating whether the action is ongoing, completed, or habitual.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or truth without indicating completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or belief without any indication of completed, ongoing, or habitual action.""
}",['simple'],1
375,[4],"Despite the fact that it was instituted by God Himself, growing numbers of Catholics actually consider it immoral.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about growing numbers of Catholics considering something immoral.""
}",['simple'],"{
  ""Properties"": [""simple""]
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'growing' indicates an ongoing or increasing action, suggesting a progressive aspect.""
}",['progressive'],0
387,[4],"On the one hand, it could refuse to grant Trump what he wanted and let the records be released, which it knew would point to the CIA’s guilt in the assassination.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact: the potential action of refusing to grant Trump's request and the resulting outcome. There is no indication of completion, ongoing action, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'be released' indicates an ongoing or incomplete action, suggesting the possibility of the records being released in the future.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about what the organization knew and what the result would be.""
}",['simple'],0
