sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1,gpt_props1,res2,gpt_props2,res3,gpt_props3,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
12857,[],Florida law already mandates a three-day waiting period for the purchase of a handgun but a person as young as 18 can buy a rifle with no waiting period.,Tense,['present'],['present'],['present'],,[],,[],,[],['present'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The sentence uses the present tense ('mandates') to emphasize the current state of the law, and the past tense ('mandated') to indicate that the waiting period for handgun purchase is already in place.""
}","['present', 'past']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'already mandates' indicates the past tense, expressing something that has already happened.""
}",['past'],"{
  ""Properties"": [""present"", ""past""]
  ,
  ""Explanation"": ""The use of 'already mandates' indicates the past tense, while 'can buy' indicates the present tense.""
}","['present', 'past']",0
12899,[],Yore called the example Pope Francis set in the way he handled the abuse information “extremely dangerous.”,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense 'set' is used to emphasize an action and create immediacy in the statement.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'set' indicates that the present tense is being used to emphasize Pope Francis' actions in handling the abuse information.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses present tense to emphasize the immediacy and impact of Pope Francis' actions.""
}",['present'],1
12977,[],And yet it’s inescapable.,Tense,['present'],['present'],['present'],,[],,[],,[],['present'],['slot fillers'],-1,['slot fillers'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'it's' indicates a present tense, suggesting something ongoing or immediate.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'it's' indicates present tense, conveying immediacy and emphasizing the inescapable nature of the situation.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The sentence uses the present tense to convey a sense of immediacy and emphasize the inevitability of the situation.""
}",['present'],1
13007,[],"In a series of tweets on Thursday, President Trump said the right things.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['active'],-1,['active'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' in the past tense indicates the presence of the past tense property.""
}",['present'],"{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'said' in the past tense indicates the past tense property, but 'President Trump said' is in the present tense, indicating the present property. This creates an immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' in past tense would imply that the statement was made in the past, but the use of 'President Trump says' gives the immediate effect often used in headlines for immediacy.""
}",['present'],1
13196,[],"As we shall see, the document is what I’ve called above a “chopping block”.",Tense,"['future', 'present']",['present'],"['future', 'present']",,[],,[],,[],"['future', 'present']","['future', 'present']",1,"['future', 'present']","{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'shall' indicates a future action, suggesting that the document will be shown later in the text.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'shall' indicates that the action of seeing the document has yet to happen in the future.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'shall' indicates a future action or state, making the future tense evident in the sentence.""
}",['future'],1
13197,[],"Vultum dei quaerere made it clear that this juridical document would provide a set of legal criteria by which a monastery can be considered viable, religious life worthy of life, so to speak, and that those considered to have failed the test would be closed.",Tense,['past'],"['past', 'present']",['past'],,[],,[],,[],['past'],"['future', 'present']",-1,"['future', 'present']","{
  ""Properties"": [""present""]
}
  
 	",['present'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The only tense used in the example text is past tense to describe an action that already happened ('made it clear', 'would provide', 'can be considered', 'considered')."" 
}",['past'],"{
  ""Properties"": [""future"", ""progression""],
  ""Explanation"": ""The use of 'would provide' and 'can be considered' indicates the future tense, and the change from 'would provide' to 'can be considered' in the middle of the sentence demonstrates the use of tense progression for effect.""
}","['future', 'progression']",0
13483,[],"Before the sale, Paddock told him ""that he was going to go out to the desert and put on a light show"" with the ammunition -- that he was ""going to go out and shoot it at night with friends.""",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'going to' indicates a future action in the reported speech.""
}",['future'],"{
  ""Properties"": [""past"", ""future""]
  , ""Explanation"": ""The use of 'told' indicates past tense, while 'was going to' indicates future tense.""
}","['past', 'future']","{
  ""Properties"": [
    ""past"",
    ""future""
  ],
  ""Explanation"": ""The text uses the past tense to describe what Paddock told him before the sale. Additionally, the future tense is used to convey Paddock's plans of going out to the desert."" 
}","['past', 'future']",0
13660,[],"It is to wonder what this man would make of a comment by the great Dom Paul Delatte, the second abbot of Solesmes and successor to the refounder, Dom Gueranger, who wrote in his commentary on the Rule of St. Benedict:",Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['present'],0,['present'],"{
  ""Properties"": [""past"", ""future""],
  ""Explanation"": ""The use of 'would' indicates a past tense, and the use of 'who wrote' indicates a past tense in relation to the action of writing. The use of 'would make' indicates a future tense.""
}","['past', 'future']","{
  ""Properties"": [""past"", ""future""],
  ""Explanation"": ""The use of 'wonder' and 'would make' indicates past tense, while 'who wrote' indicates past tense, and 'would make' indicates future tense.""
}","['past', 'future']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Dom Paul Delatte made a comment in the past.""
}",['past'],0
14038,[],And in Russia.,Tense,[],[],[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'in' suggests immediacy and current relevance, indicating the use of present tense.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense is used to describe a current action or situation in progress, giving a sense of immediacy.""
}",['present'],timeout,[],[],['present'],-1,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to emphasize an action or to create an effect of immediacy.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'And' implies a continuation of the ongoing events, suggesting a use of present tense for immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'and' indicates a continuation of current events, suggesting the present tense.""
}",['present'],1
14356,[],"The Justice Department, FBI and Office of the Director of National Intelligence are going through a methodical review and can’t offer a timeline for finishing, said the people, who weren’t authorized to speak publicly about the sensitive matter.",Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense is used to indicate ongoing action and to give a sense of immediacy, often found in news reporting.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'are going' in the present continuous tense gives a sense of ongoing action and immediacy in the news report.""
}",['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses the present tense to indicate current ongoing processes, and there is a change in tense in the middle of the sentence for effect.""
}","['present', 'progression']",0
14484,[],"They noted Haig's LinkedIn page, which says he worked for Boeing in Mesa as a senior liaison engineer in their unmanned helicopter division from 2010 to 2013.",Tense,"['progression', 'past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['progression', 'past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe Haig's previous employment at Boeing from 2010 to 2013.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'worked' indicates that the action has already happened, placing it in the past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence describes a past action, noting Haig's work history at Boeing from 2010 to 2013.""
}",['past'],1
